0,0.284,
0,0.434,
0,0.580,
0,0.730,
0,0.815,
0,0.889,
0,1.025,
0,1.191,
0,1.255,
0,1.322,
0,1.470,
0,2.659,
0,2.810,
0,2.956,
0,3.140,
0,3.180,
0,3.259,
0,3.401,
0,3.565,
0,3.624,
0,3.702,
0,3.843,
0,5.034,
0,5.185,
0,5.331,
0,5.506,
0,5.557,
0,5.634,
0,5.776,
0,5.945,
0,6.001,
0,6.075,
0,6.216,
0,7.412,
0,7.560,
0,7.703,
0,7.859,
0,7.934,
0,7.995,
0,8.151,
0,8.304,
0,8.378,
0,8.454,
0,8.595,
0,9.108,
0,9.183,
0,9.255,
0,9.329,
0,9.411,
0,9.480,
0,9.551,
0,9.626,
0,9.700,
0,9.789,
0,10.084,
0,10.338,
0,10.592,
0,10.635,
0,10.728,
0,10.822,
0,11.120,
0,11.272,
0,11.480,
0,11.576,
0,11.720,
0,11.943,
0,12.010,
0,12.187,
0,12.325,
0,12.454,
0,12.683,
0,12.774,
0,12.909,
0,12.977,
0,13.100,
0,13.212,
0,13.358,
0,13.561,
0,13.652,
0,13.855,
0,14.095,
0,14.254,
0,14.325,
0,14.407,
0,14.469,
0,14.548,
0,14.625,
0,14.710,
0,14.780,
0,14.840,
0,15.146,
0,15.299,
0,15.367,
0,15.454,
0,15.587,
0,15.883,
0,16.026,
0,16.188,
0,16.328,
0,16.475,
0,16.568,
0,16.614,
0,16.759,
0,16.903,
0,17.121,
0,17.245,
0,17.275,
0,17.339,
0,17.442,
0,17.516,
0,17.590,
0,17.660,
0,17.736,
0,17.819,
0,17.887,
0,17.947,
0,18.038,
0,18.121,
0,18.260,
0,18.355,
0,18.559,
0,18.624,
0,18.705,
0,18.783,
0,19.026,
0,19.109,
0,19.192,
0,19.291,
0,19.388,
0,19.487,
0,19.587,
0,19.765,
0,19.884,
0,19.968,
0,20.186,
0,20.433,
0,20.491,
0,20.656,
0,20.782,
0,20.953,
0,21.082,
0,21.171,
0,21.377,
0,21.609,
0,21.678,
0,21.800,
0,21.969,
0,22.116,
0,22.260,
0,22.330,
0,22.567,
0,22.780,
0,22.862,
0,23.007,
0,23.161,
0,23.272,
0,23.455,
0,23.525,
0,23.754,
0,23.968,
0,24.051,
0,24.178,
0,24.344,
0,24.646,
0,24.808,
0,24.944,
0,25.069,
0,25.224,
0,25.384,
0,25.467,
0,25.551,
0,25.685,
0,25.810,
0,25.984,
0,26.140,
0,26.288,
0,26.440,
0,26.587,
0,26.727,
0,27.006,
0,27.180,
0,27.331,
0,27.484,
0,27.605,
0,27.755,
0,27.907,
0,28.123,
0,28.213,
0,28.503,
0,28.567,
0,28.730,
0,28.803,
0,28.953,
0,29.085,
0,29.259,
0,29.407,
0,29.502,
0,29.691,
0,29.928,
0,30.008,
0,30.150,
0,30.285,
0,30.464,
0,30.585,
0,30.674,
0,30.852,
0,31.095,
0,31.185,
0,31.304,
0,31.497,
0,31.602,
0,31.768,
0,31.854,
0,32.070,
0,32.285,
0,32.366,
0,32.527,
0,32.672,
0,32.825,
0,32.969,
0,33.030,
0,33.254,
0,33.338,
0,33.488,
0,33.565,
0,33.699,
0,33.849,
0,34.144,
0,34.318,
0,34.443,
0,34.603,
0,34.757,
0,34.886,
0,34.904,
0,34.954,
0,35.048,
0,35.184,
0,35.313,
0,35.459,
0,35.667,
0,35.789,
0,36.074,
0,36.254,
0,36.536,
0,36.659,
0,36.830,
0,36.880,
0,36.942,
0,36.965,
0,37.264,
0,37.419,
0,37.657,
0,37.722,
0,37.789,
0,37.859,
0,37.926,
0,38.006,
0,38.087,
0,38.152,
0,38.212,
0,38.311,
0,38.379,
0,38.450,
0,38.513,
0,38.622,
0,38.776,
0,38.909,
0,39.063,
0,39.211,
0,39.353,
0,39.502,
0,39.653,
0,39.818,
0,39.951,
0,40.099,
0,40.250,
0,40.978,
0,41.145,
0,41.285,
0,41.435,
0,41.588,
0,41.726,
0,41.886,
0,42.019,
0,42.181,
0,42.324,
0,42.482,
0,42.620,
0,42.758,
0,42.909,
0,43.353,
0,43.512,
0,43.663,
0,43.786,
0,43.963,
0,44.104,
0,44.255,
0,44.405,
0,44.554,
0,44.713,
0,44.817,
0,44.999,
0,45.159,
0,45.729,
0,45.858,
0,46.028,
0,46.185,
0,46.344,
0,46.482,
0,46.630,
0,46.781,
0,46.935,
0,47.078,
0,47.198,
0,47.378,
0,47.510,
0,47.656,
0,48.107,
0,48.336,
0,48.555,
0,48.709,
0,48.931,
0,49.120,
0,49.313,
0,49.551,
0,49.758,
0,49.940,
0,50.145,
0,50.339,
0,50.505,
0,50.723,
0,50.927,
0,51.105,
0,51.291,
0,51.539,
0,51.703,
0,51.921,
0,52.106,
0,52.270,
0,52.513,
0,52.678,
0,52.883,
0,53.114,
0,53.316,
0,53.469,
0,53.691,
0,53.908,
0,54.051,
0,54.293,
0,54.506,
0,54.642,
0,54.884,
0,55.096,
0,55.243,
0,55.309,
0,55.378,
0,55.437,
0,55.547,
0,55.635,
0,55.680,
0,55.780,
0,55.843,
0,55.931,
0,55.988,
0,56.072,
0,56.151,
0,56.211,
0,56.265,
0,56.571,
0,56.706,
0,56.858,
0,57.017,
0,57.090,
0,57.157,
0,57.387,
0,57.401,
0,57.418,
0,57.427,
0,57.436,
0,57.448,
0,57.455,
0,57.473,
0,57.473,
0,57.485,
0,57.487,
0,57.517,
0,57.548,
0,57.624,
0,57.920,
0,58.062,
0,58.214,
0,58.440,
0,58.658,
0,58.819,
0,59.030,
0,59.277,
0,59.401,
0,59.849,
0,59.921,
0,60.001,
0,60.290,
0,60.438,
0,60.590,
0,60.815,
0,61.040,
0,61.182,
0,61.406,
0,61.628,
0,61.781,
0,62.226,
0,62.295,
0,62.380,
0,62.666,
0,62.835,
0,62.967,
0,63.189,
0,63.409,
0,63.565,
0,63.781,
0,64.018,
0,64.156,
0,64.604,
0,64.675,
0,64.752,
0,65.044,
0,65.212,
0,65.345,
0,65.565,
0,65.786,
0,65.942,
0,66.082,
0,66.157,
0,66.248,
0,66.309,
0,66.383,
0,66.547,
0,66.967,
0,67.020,
0,67.107,
0,67.420,
0,67.571,
0,67.731,
0,67.957,
0,68.159,
0,68.320,
0,68.540,
0,68.762,
0,68.910,
0,69.345,
0,69.401,
0,69.465,
0,69.799,
0,69.940,
0,70.085,
0,70.328,
0,70.540,
0,70.696,
0,70.906,
0,71.120,
0,71.291,
0,71.725,
0,71.787,
0,71.882,
0,72.173,
0,72.330,
0,72.467,
0,72.687,
0,72.767,
0,72.887,
0,72.922,
0,72.974,
0,73.065,
0,73.291,
0,73.511,
0,73.660,
0,73.944,
0,74.094,
0,74.162,
0,74.265,
0,74.405,
0,74.540,
0,74.703,
0,74.830,
0,74.981,
0,75.061,
0,75.136,
0,75.300,
0,75.722,
0,76.026,
0,76.323,
0,76.622,
0,76.925,
0,77.061,
0,77.215,
0,77.458,
0,77.651,
0,77.810,
0,78.016,
0,78.278,
0,78.426,
0,78.651,
0,78.843,
0,78.992,
0,79.292,
0,79.467,
0,79.608,
